source_dataset,source_dataset_redacted,source_name_redaction_reason,identifier_like_filename,source_file_sha256_prefix1mb,variable,dtype,role_guess,missing_rate_sample,nunique_sample,variable_en,standard_name_en,description_en,description_fi,units,coding,notes
synthetic_sample,,,0,MANUAL_ENTRY,id,string,,,,,,Synthetic subject id,,,TBD,Synthetic (Required: yes)
synthetic_sample,,,0,MANUAL_ENTRY,FOF_status,integer,,,,,,Fear of falling status,,,0=no;1=yes,Synthetic (Required: yes)
synthetic_sample,,,0,MANUAL_ENTRY,util_visits_total,integer,,,,,,Total health-service visits,,count,non-negative,Synthetic (Required: yes)
synthetic_sample,,,0,MANUAL_ENTRY,cost_total_eur,number,,,,,,Total costs,,EUR,non-negative,Synthetic (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,id,string,,,,,,Participant id (pseudonymized),,,TBD,Primary Key (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,period_start,date,,,,,,Observation period start,,ISO-8601,,nan (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,period_end,date,,,,,,Observation period end,,ISO-8601,,nan (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,followup_days,integer,,,,,,Follow-up length,,days,,nan (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,FOF_status,integer,,,,,,Fear of falling status,,,0=No;1=Yes,nan (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,util_visits_total,integer,,,,,,Total visits (all settings),,count,,Sum of components (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,util_visits_primarycare,integer,,,,,,Primary care visits,,count,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,util_visits_outpatient,integer,,,,,,Outpatient visits (specialized),,count,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,util_visits_inpatient,integer,,,,,,Inpatient admissions,,count,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,util_visits_emergency,integer,,,,,,Emergency visits,,count,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,util_days_inpatient,integer,,,,,,Inpatient days,,days,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,cost_total_eur,number,,,,,,Total costs,,EUR,,Sum of components (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,cost_inpatient_eur,number,,,,,,Inpatient costs,,EUR,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,cost_outpatient_eur,number,,,,,,Outpatient costs,,EUR,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,cost_medication_eur,number,,,,,,Medication costs,,EUR,,nan (Required: no)
aim2_analysis,,,0,MANUAL_ENTRY,age,integer,,,,,,Age at baseline,,years,,nan (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,sex,integer,,,,,,Biological sex,,,0=F;1=M,Coding TBD (Required: yes)
aim2_analysis,,,0,MANUAL_ENTRY,bmi,number,,,,,,Body Mass Index,,kg/m2,,nan (Required: no)
